"","threshold","weeksperoccurence","o_u","kickpctthresh","pvalue","observations","team","profit","hitrate"
"1",1.5,0.814814814814815,"o",0.928571428571429,0.000000012906640534105,220,"JAX",2,0.509090909090909
"2",1.28333333333333,0.418518518518519,"o",1,0.0000884758715068434,113,"NYG",2,0.517699115044248
"3",1.7,1.79259259259259,"u",0.875,0,484,"CIN",42,0.586776859504132
"4",1.25,0.381481481481481,"o",1,0.000203576611731981,103,"DAL",4,0.538834951456311
"5",1.41666666666667,0.825925925925926,"o",0.833333333333333,0.0000000109405625670078,223,"KC",2,0.508968609865471
"6",2.28333333333333,0.781481481481481,"u",0.916666666666667,0.0000000297425083450875,211,"PHI",6,0.528436018957346
"7",1.2,0.325925925925926,"u",0.833333333333333,0.000747589241442026,88,"BUF",16,0.681818181818182
"8",1.75,1.55555555555556,"u",0.846153846153846,0.000000000000000666133814775094,420,"SF",52,0.623809523809524
